Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-30 09:15:00+05:30,53528.60156,53716.25,53520.89844,53585.35156,53585.35156,0
2024-09-30 09:17:00+05:30,53585.10156,53590.30078,53549.19922,53551.85156,53551.85156,0
2024-09-30 09:19:00+05:30,53556.25,53581.14844,53517.85156,53525.25,53525.25,0
2024-09-30 09:21:00+05:30,53524.80078,53532.44922,53481.14844,53497.30078,53497.30078,0
2024-09-30 09:23:00+05:30,53487.30078,53533.60156,53485.5,53532.14844,53532.14844,0
2024-09-30 09:25:00+05:30,53529.10156,53543.64844,53503.64844,53516,53516,0
2024-09-30 09:27:00+05:30,53516.14844,53519.80078,53489.14844,53493.05078,53493.05078,0
2024-09-30 09:29:00+05:30,53495.14844,53532.10156,53452.44922,53458.10156,53458.10156,0
2024-09-30 09:31:00+05:30,53461.05078,53494,53454.89844,53480.80078,53480.80078,0
2024-09-30 09:33:00+05:30,53480.69922,53485.64844,53447.94922,53471.44922,53471.44922,0
2024-09-30 09:35:00+05:30,53470.35156,53481.64844,53460.19922,53466.44922,53466.44922,0
2024-09-30 09:37:00+05:30,53469.44922,53470.25,53415,53431.25,53431.25,0
2024-09-30 09:39:00+05:30,53435.14844,53443.30078,53390.94922,53392.55078,53392.55078,0
2024-09-30 09:41:00+05:30,53396.19922,53396.35156,53352.60156,53365.64844,53365.64844,0
2024-09-30 09:43:00+05:30,53368.25,53378.89844,53348,53375.35156,53375.35156,0
2024-09-30 09:45:00+05:30,53374.05078,53381.89844,53311.80078,53311.80078,53311.80078,0
2024-09-30 09:47:00+05:30,53315.69922,53317.75,53251.80078,53253.14844,53253.14844,0
2024-09-30 09:49:00+05:30,53256.94922,53277,53200.75,53214.94922,53214.94922,0
2024-09-30 09:51:00+05:30,53213.69922,53214.44922,53160.60156,53204.75,53204.75,0
2024-09-30 09:53:00+05:30,53206.85156,53208.25,53110.10156,53149.75,53149.75,0
2024-09-30 09:55:00+05:30,53154.05078,53221.75,53148.39844,53195.64844,53195.64844,0
2024-09-30 09:57:00+05:30,53196.14844,53240,53189.25,53221.30078,53221.30078,0
2024-09-30 09:59:00+05:30,53220.89844,53220.89844,53164.80078,53166.69922,53166.69922,0
2024-09-30 10:01:00+05:30,53166.64844,53261.44922,53156.10156,53261.44922,53261.44922,0
2024-09-30 10:03:00+05:30,53260.55078,53268.89844,53227.60156,53244.44922,53244.44922,0
2024-09-30 10:05:00+05:30,53245.05078,53311.94922,53234.64844,53304.10156,53304.10156,0
2024-09-30 10:07:00+05:30,53307,53313.64844,53277.75,53280.39844,53280.39844,0
2024-09-30 10:09:00+05:30,53282.55078,53289.60156,53255.35156,53261.85156,53261.85156,0
2024-09-30 10:11:00+05:30,53261.39844,53271.25,53222.25,53263.10156,53263.10156,0
2024-09-30 10:13:00+05:30,53271.44922,53275.89844,53238,53240.85156,53240.85156,0
2024-09-30 10:15:00+05:30,53242.85156,53244.39844,53221.75,53236.10156,53236.10156,0
2024-09-30 10:17:00+05:30,53237.25,53271.10156,53234.5,53260,53260,0
2024-09-30 10:19:00+05:30,53261.5,53261.60156,53213.35156,53217.94922,53217.94922,0
2024-09-30 10:21:00+05:30,53216.39844,53225.60156,53202.64844,53203.10156,53203.10156,0
2024-09-30 10:23:00+05:30,53206,53214.10156,53193,53201.25,53201.25,0
2024-09-30 10:25:00+05:30,53200.75,53236.14844,53193.69922,53236.14844,53236.14844,0
2024-09-30 10:27:00+05:30,53234.25,53259.44922,53226.85156,53245.19922,53245.19922,0
2024-09-30 10:29:00+05:30,53245.94922,53258.44922,53228,53253.85156,53253.85156,0
2024-09-30 10:31:00+05:30,53253.80078,53257.69922,53214.30078,53218.14844,53218.14844,0
2024-09-30 10:33:00+05:30,53216.25,53231.75,53184.30078,53231.35156,53231.35156,0
2024-09-30 10:35:00+05:30,53232.44922,53232.44922,53193.64844,53208.89844,53208.89844,0
2024-09-30 10:37:00+05:30,53208.64844,53224.35156,53185.94922,53196,53196,0
2024-09-30 10:39:00+05:30,53195.69922,53212.75,53191.19922,53210,53210,0
2024-09-30 10:41:00+05:30,53212.60156,53263.5,53210.44922,53259.44922,53259.44922,0
2024-09-30 10:43:00+05:30,53263.80078,53271.14844,53229.25,53263.39844,53263.39844,0
2024-09-30 10:45:00+05:30,53264.44922,53282.14844,53244.35156,53262.44922,53262.44922,0
2024-09-30 10:47:00+05:30,53261.14844,53294.44922,53261.14844,53270.60156,53270.60156,0
2024-09-30 10:49:00+05:30,53270.19922,53279.30078,53225.89844,53239.69922,53239.69922,0
2024-09-30 10:51:00+05:30,53237.5,53244.10156,53214.14844,53230.39844,53230.39844,0
2024-09-30 10:53:00+05:30,53230.64844,53249.10156,53221.30078,53241.39844,53241.39844,0
2024-09-30 10:55:00+05:30,53242.10156,53251.10156,53227.80078,53243,53243,0
2024-09-30 10:57:00+05:30,53243.55078,53253.5,53215.64844,53222.85156,53222.85156,0
2024-09-30 10:59:00+05:30,53225,53243.44922,53210.14844,53233.55078,53233.55078,0
2024-09-30 11:01:00+05:30,53232.80078,53257,53222.14844,53247.30078,53247.30078,0
2024-09-30 11:03:00+05:30,53252.39844,53260.60156,53237.35156,53252.85156,53252.85156,0
2024-09-30 11:05:00+05:30,53252.89844,53294.85156,53241.14844,53285.44922,53285.44922,0
2024-09-30 11:07:00+05:30,53283.80078,53357.60156,53282.60156,53290.14844,53290.14844,0
2024-09-30 11:09:00+05:30,53295.25,53295.25,53239.75,53267.5,53267.5,0
2024-09-30 11:11:00+05:30,53266.5,53272.89844,53231.35156,53244.64844,53244.64844,0
2024-09-30 11:13:00+05:30,53244.35156,53264.30078,53234.55078,53247.30078,53247.30078,0
2024-09-30 11:15:00+05:30,53249.25,53274.85156,53243.94922,53274.85156,53274.85156,0
2024-09-30 11:17:00+05:30,53280.35156,53301.5,53247.5,53258.94922,53258.94922,0
2024-09-30 11:19:00+05:30,53258.75,53279.75,53242.89844,53254,53254,0
2024-09-30 11:21:00+05:30,53257.35156,53273.35156,53247.75,53256.25,53256.25,0
2024-09-30 11:23:00+05:30,53256.14844,53256.55078,53224.05078,53239.75,53239.75,0
2024-09-30 11:25:00+05:30,53239.30078,53242.05078,53224.5,53229.75,53229.75,0
2024-09-30 11:27:00+05:30,53228.44922,53231.64844,53204.5,53228.14844,53228.14844,0
2024-09-30 11:29:00+05:30,53224.55078,53224.55078,53187.44922,53194.39844,53194.39844,0
2024-09-30 11:31:00+05:30,53195.44922,53198.05078,53167.69922,53187.64844,53187.64844,0
2024-09-30 11:33:00+05:30,53187.75,53205.60156,53182.60156,53198.89844,53198.89844,0
2024-09-30 11:35:00+05:30,53198.55078,53213.75,53189.69922,53194.69922,53194.69922,0
2024-09-30 11:37:00+05:30,53189.69922,53191.30078,53154.69922,53174.19922,53174.19922,0
2024-09-30 11:39:00+05:30,53180.85156,53180.85156,53158.05078,53165.55078,53165.55078,0
2024-09-30 11:41:00+05:30,53165.94922,53194,53161.25,53171.85156,53171.85156,0
2024-09-30 11:43:00+05:30,53159.80078,53163.60156,53129.05078,53140.30078,53140.30078,0
2024-09-30 11:45:00+05:30,53141.69922,53142,53096,53096.75,53096.75,0
2024-09-30 11:47:00+05:30,53095.69922,53125,53087.35156,53087.35156,53087.35156,0
2024-09-30 11:49:00+05:30,53086.5,53108.60156,53078.69922,53099.55078,53099.55078,0
2024-09-30 11:51:00+05:30,53100.44922,53119.69922,53096.30078,53116.35156,53116.35156,0
2024-09-30 11:53:00+05:30,53117.05078,53131.55078,53103.69922,53126.89844,53126.89844,0
2024-09-30 11:55:00+05:30,53127.64844,53129.75,53100.80078,53105.89844,53105.89844,0
2024-09-30 11:57:00+05:30,53104.19922,53129.05078,53102.39844,53121.55078,53121.55078,0
2024-09-30 11:59:00+05:30,53121.60156,53161,53119.39844,53133.25,53133.25,0
2024-09-30 12:01:00+05:30,53140.75,53145.44922,53120.10156,53143.69922,53143.69922,0
2024-09-30 12:03:00+05:30,53140.30078,53141.60156,53120.80078,53128.19922,53128.19922,0
2024-09-30 12:05:00+05:30,53134.14844,53145.69922,53092.60156,53096.69922,53096.69922,0
2024-09-30 12:07:00+05:30,53095.89844,53106.89844,53095.19922,53104.39844,53104.39844,0
2024-09-30 12:09:00+05:30,53103.35156,53105.89844,53077.69922,53087.14844,53087.14844,0
2024-09-30 12:11:00+05:30,53087.25,53115.75,53075.89844,53111,53111,0
2024-09-30 12:13:00+05:30,53110.05078,53113.44922,53089.64844,53103.14844,53103.14844,0
2024-09-30 12:15:00+05:30,53097.94922,53111.14844,53088.85156,53105.55078,53105.55078,0
2024-09-30 12:17:00+05:30,53109.25,53109.25,53082.44922,53090.30078,53090.30078,0
2024-09-30 12:19:00+05:30,53090.75,53101.69922,53080.80078,53100.60156,53100.60156,0
2024-09-30 12:21:00+05:30,53101.10156,53124.85156,53100.5,53122.19922,53122.19922,0
2024-09-30 12:23:00+05:30,53123.10156,53141.55078,53114.05078,53123.44922,53123.44922,0
2024-09-30 12:25:00+05:30,53123.60156,53125.55078,53106.85156,53123.60156,53123.60156,0
2024-09-30 12:27:00+05:30,53121.89844,53129.75,53095.64844,53106,53106,0
2024-09-30 12:29:00+05:30,53109.19922,53110.55078,53081.85156,53093.39844,53093.39844,0
2024-09-30 12:31:00+05:30,53091.75,53104.39844,53084.55078,53104.39844,53104.39844,0
2024-09-30 12:33:00+05:30,53083.39844,53088.80078,53064.75,53075.64844,53075.64844,0
2024-09-30 12:35:00+05:30,53075.35156,53094.94922,53062.25,53090.89844,53090.89844,0
2024-09-30 12:37:00+05:30,53089.94922,53089.94922,53057.5,53076.10156,53076.10156,0
2024-09-30 12:39:00+05:30,53072.60156,53081.64844,53062.5,53079.94922,53079.94922,0
2024-09-30 12:41:00+05:30,53079.25,53085.80078,53060.39844,53071.60156,53071.60156,0
2024-09-30 12:43:00+05:30,53073.75,53074.94922,53050.05078,53052.75,53052.75,0
2024-09-30 12:45:00+05:30,53052.64844,53072.55078,53045.60156,53067.05078,53067.05078,0
2024-09-30 12:47:00+05:30,53072.64844,53084.14844,53065.75,53084.10156,53084.10156,0
2024-09-30 12:49:00+05:30,53083.94922,53086.75,53071.39844,53077.69922,53077.69922,0
2024-09-30 12:51:00+05:30,53078.60156,53081.55078,53056.89844,53061.19922,53061.19922,0
2024-09-30 12:53:00+05:30,53060.85156,53088.05078,53054.75,53088.05078,53088.05078,0
2024-09-30 12:55:00+05:30,53087.44922,53089.05078,53072.19922,53077.39844,53077.39844,0
2024-09-30 12:57:00+05:30,53076.89844,53076.89844,53065.39844,53066.35156,53066.35156,0
2024-09-30 12:59:00+05:30,53066.10156,53072.19922,53058.10156,53071.5,53071.5,0
2024-09-30 13:01:00+05:30,53070.60156,53079.85156,53063.10156,53079.85156,53079.85156,0
2024-09-30 13:03:00+05:30,53079.75,53084.75,53070.80078,53072.05078,53072.05078,0
2024-09-30 13:05:00+05:30,53073,53075.10156,53062.05078,53067.10156,53067.10156,0
2024-09-30 13:07:00+05:30,53064.75,53070.44922,53047.80078,53054.75,53054.75,0
2024-09-30 13:09:00+05:30,53053,53057.05078,53042.94922,53045.55078,53045.55078,0
2024-09-30 13:11:00+05:30,53047,53079.85156,53040.55078,53076.35156,53076.35156,0
2024-09-30 13:13:00+05:30,53077.25,53088.25,53066.05078,53070.05078,53070.05078,0
2024-09-30 13:15:00+05:30,53070.64844,53074,53053.44922,53058.80078,53058.80078,0
2024-09-30 13:17:00+05:30,53060.64844,53069.69922,53040.75,53043.85156,53043.85156,0
2024-09-30 13:19:00+05:30,53044,53045.89844,53009.55078,53023.75,53023.75,0
2024-09-30 13:21:00+05:30,53018.25,53034.85156,53015.75,53021.10156,53021.10156,0
2024-09-30 13:23:00+05:30,53021.10156,53030.89844,53020.39844,53026.39844,53026.39844,0
2024-09-30 13:25:00+05:30,53026.10156,53026.10156,52995.64844,53002.85156,53002.85156,0
2024-09-30 13:27:00+05:30,53003.14844,53006.64844,52988.85156,52995.55078,52995.55078,0
2024-09-30 13:29:00+05:30,52995.39844,52999.85156,52956.10156,52971.80078,52971.80078,0
2024-09-30 13:31:00+05:30,52971.35156,52991.94922,52956.25,52989.94922,52989.94922,0
2024-09-30 13:33:00+05:30,52986.5,53014.60156,52982.75,53013.64844,53013.64844,0
2024-09-30 13:35:00+05:30,53012.60156,53026.44922,53005.69922,53018.94922,53018.94922,0
2024-09-30 13:37:00+05:30,53020.60156,53023.35156,53000.5,53004.35156,53004.35156,0
2024-09-30 13:39:00+05:30,53001.10156,53008.35156,52987.69922,53006.39844,53006.39844,0
2024-09-30 13:41:00+05:30,53006.55078,53011.25,52994.19922,53006.44922,53006.44922,0
2024-09-30 13:43:00+05:30,53006.80078,53040.35156,53004.10156,53036.69922,53036.69922,0
2024-09-30 13:45:00+05:30,53038.14844,53042,53021.30078,53041.55078,53041.55078,0
2024-09-30 13:47:00+05:30,53038.94922,53043.39844,53019.30078,53027.25,53027.25,0
2024-09-30 13:49:00+05:30,53025.64844,53044.80078,53021.30078,53041.60156,53041.60156,0
2024-09-30 13:51:00+05:30,53040.94922,53051.55078,53036.30078,53046.85156,53046.85156,0
2024-09-30 13:53:00+05:30,53045.30078,53050.64844,53024.85156,53031.64844,53031.64844,0
2024-09-30 13:55:00+05:30,53031.19922,53055.89844,53027.44922,53055.89844,53055.89844,0
2024-09-30 13:57:00+05:30,53053.80078,53073.30078,53050.69922,53071.39844,53071.39844,0
2024-09-30 13:59:00+05:30,53072,53075.25,53059.05078,53066.35156,53066.35156,0
2024-09-30 14:01:00+05:30,53067.10156,53090.75,53053.55078,53084.44922,53084.44922,0
2024-09-30 14:03:00+05:30,53084.39844,53088.69922,53050.85156,53062.44922,53062.44922,0
2024-09-30 14:05:00+05:30,53061.14844,53076.60156,53059,53064.39844,53064.39844,0
2024-09-30 14:07:00+05:30,53064.5,53064.5,53041.55078,53051.69922,53051.69922,0
2024-09-30 14:09:00+05:30,53049.5,53055,53028.94922,53035.14844,53035.14844,0
2024-09-30 14:11:00+05:30,53034.94922,53055,53024.60156,53042.69922,53042.69922,0
2024-09-30 14:13:00+05:30,53041.44922,53045.85156,53015.44922,53022.55078,53022.55078,0
2024-09-30 14:15:00+05:30,53011.05078,53027.19922,52989.85156,53014.89844,53014.89844,0
2024-09-30 14:17:00+05:30,53014.60156,53040.10156,53014.39844,53026.64844,53026.64844,0
2024-09-30 14:19:00+05:30,53025,53039.80078,53011.19922,53011.19922,53011.19922,0
2024-09-30 14:21:00+05:30,53015.19922,53032.94922,53009.85156,53029.10156,53029.10156,0
2024-09-30 14:23:00+05:30,53029.35156,53029.35156,52998.19922,53008,53008,0
2024-09-30 14:25:00+05:30,53009,53018.44922,52999.10156,53001.39844,53001.39844,0
2024-09-30 14:27:00+05:30,53005,53017.80078,52994.85156,53014.19922,53014.19922,0
2024-09-30 14:29:00+05:30,53015.80078,53027.64844,53000.75,53027.64844,53027.64844,0
2024-09-30 14:31:00+05:30,53028.19922,53046.64844,53018.5,53033.80078,53033.80078,0
2024-09-30 14:33:00+05:30,53032.30078,53044.80078,53019,53037.05078,53037.05078,0
2024-09-30 14:35:00+05:30,53033.69922,53058.5,53033.69922,53043.05078,53043.05078,0
2024-09-30 14:37:00+05:30,53043.85156,53050.10156,53023.75,53044.69922,53044.69922,0
2024-09-30 14:39:00+05:30,53045.10156,53049.30078,53026,53028.39844,53028.39844,0
2024-09-30 14:41:00+05:30,53028.75,53033.35156,53000.89844,53015.85156,53015.85156,0
2024-09-30 14:43:00+05:30,53013.25,53026,53003.5,53014.60156,53014.60156,0
2024-09-30 14:45:00+05:30,53011.39844,53024.44922,52997.14844,53024.44922,53024.44922,0
2024-09-30 14:47:00+05:30,53022,53033.60156,53007.89844,53016.44922,53016.44922,0
2024-09-30 14:49:00+05:30,53016.55078,53021.5,53004.25,53011.44922,53011.44922,0
2024-09-30 14:51:00+05:30,53008.94922,53014.35156,52995.60156,53004.25,53004.25,0
2024-09-30 14:53:00+05:30,53003.75,53072.85156,53000.19922,53069.19922,53069.19922,0
2024-09-30 14:55:00+05:30,53064,53073.10156,53029.55078,53042,53042,0
2024-09-30 14:57:00+05:30,53042.89844,53053.5,53024.14844,53030.89844,53030.89844,0
2024-09-30 14:59:00+05:30,53031.60156,53040.80078,52981.35156,52992.10156,52992.10156,0
2024-09-30 15:01:00+05:30,52991.60156,53004.35156,52941.55078,52946.39844,52946.39844,0
2024-09-30 15:03:00+05:30,52942.75,52989.80078,52932.10156,52967.05078,52967.05078,0
2024-09-30 15:05:00+05:30,52967.39844,52967.85156,52936.19922,52949.85156,52949.85156,0
2024-09-30 15:07:00+05:30,52952.89844,52988.35156,52936.85156,52962.94922,52962.94922,0
2024-09-30 15:09:00+05:30,52962.80078,52972.85156,52948,52956.85156,52956.85156,0
2024-09-30 15:11:00+05:30,52954.14844,52977.60156,52954.14844,52976.10156,52976.10156,0
2024-09-30 15:13:00+05:30,52974.19922,53008.35156,52974.19922,53000.44922,53000.44922,0
2024-09-30 15:15:00+05:30,52999.75,53019,52996.05078,53009.85156,53009.85156,0
2024-09-30 15:17:00+05:30,53013.55078,53017.19922,52994.30078,53000.85156,53000.85156,0
2024-09-30 15:19:00+05:30,52997.60156,53009.89844,52987.39844,52997,52997,0
2024-09-30 15:21:00+05:30,52997.25,53005.44922,52977.10156,52979.5,52979.5,0
2024-09-30 15:23:00+05:30,52979.64844,52993.30078,52970.14844,52984.55078,52984.55078,0
2024-09-30 15:25:00+05:30,52982.89844,52990.60156,52966,52973.44922,52973.44922,0
2024-09-30 15:27:00+05:30,52973.5,53000.05078,52963.75,53000.05078,53000.05078,0
2024-09-30 15:29:00+05:30,53002.69922,53008.75,52971.39844,52989.69922,52989.69922,0
