,Datetime,Open,Close,High,Low,Adj Close,Volume,Gain,Loss,Average Gain,Average Loss,Relative Strength,Relative Strength Index
0,2024-10-08 09:15:00+05:30,86.68000031,87.5,88.36000061,86.48999786,87.5,0,0,0,0,0,,
1,2024-10-08 09:16:00+05:30,87.5,89.09999847,89.30000305,87.11000061,89.09999847,2522767,2.419998169,0,0,0,,
2,2024-10-08 09:17:00+05:30,89.04000092,89.55000305,89.62999725,88.51000214,89.55000305,1981862,2.050003052,0,0,0,,
3,2024-10-08 09:18:00+05:30,89.62999725,89.90000153,90.25,89.62999725,89.90000153,1691744,0.86000061,0,0,0,,
4,2024-10-08 09:19:00+05:30,89.80000305,90.01000214,90.27999878,89.62000275,90.01000214,1183251,0.380004883,0,0,0,,
5,2024-10-08 09:20:00+05:30,89.90000153,90.83999634,90.84999847,89.90000153,90.83999634,1127807,1.039993286,0,0,0,,
6,2024-10-08 09:21:00+05:30,90.73999786,90.40000153,90.80999756,90.40000153,90.40000153,350897,0.5,0,0,0,,
7,2024-10-08 09:22:00+05:30,92.01999664,92.77999878,93.29000092,92.01999664,92.77999878,3357563,2.040000916,0,0,0,,
8,2024-10-08 09:23:00+05:30,93,92.86000061,93,92.86000061,92.86000061,211781,0.840003967,0,0,0,,
9,2024-10-08 09:24:00+05:30,92.55000305,91.58999634,92.68000031,91.48000336,91.58999634,1883651,0,1.410003662,0,0,,
10,2024-10-08 09:25:00+05:30,91.55000305,92.26999664,92.26999664,91.43000031,92.26999664,404699,0,0.280006409,0,0,,
11,2024-10-08 09:26:00+05:30,92.69999695,92.73999786,92.94999695,92.55999756,92.73999786,1261584,1.189994812,0,0,0,,
12,2024-10-08 09:27:00+05:30,92.66999817,91.98999786,92.66999817,91.98999786,91.98999786,313733,0,0.709999084,0,0,,
13,2024-10-08 09:28:00+05:30,91.34999847,92.08000183,92.12999725,91.34999847,92.08000183,1009873,0,0.589996338,0,0,,
14,2024-10-08 09:29:00+05:30,92.09999847,92.12000275,92.12000275,92.01000214,92.12000275,54865,0.770004272,0,0.863571712,0.213571821,4.043472159,80.17238981
15,2024-10-08 09:30:00+05:30,91.90000153,92.37999725,92.43000031,91.76999664,92.37999725,636157,0.279998779,0,0.821887931,0.198316691,4.144320518,80.5610868
16,2024-10-08 09:31:00+05:30,92.48000336,92.62000275,92.76999664,92.41999817,92.62000275,226975,0.720001221,0,0.814610309,0.184151213,4.423594587,81.5620437
17,2024-10-08 09:32:00+05:30,92.41000366,92.08000183,92.41000366,92.05999756,92.08000183,401884,0,0.400001526,0.756423858,0.199569092,3.790285605,79.12441799
18,2024-10-08 09:33:00+05:30,92.58000183,92.30000305,92.62999725,92.16000366,92.30000305,563020,0,0.11000061,0.702393583,0.193171344,3.636116875,78.43022454
19,2024-10-08 09:34:00+05:30,92.29000092,92.87999725,93.30000305,92.20999908,92.87999725,980493,0.299995422,0,0.673650857,0.179373391,3.755578543,78.97206426
20,2024-10-08 09:35:00+05:30,92.87999725,92.22000122,92.87999725,92.12000275,92.22000122,609095,0,0.069999695,0.625532939,0.171560984,3.646125855,78.47669152
21,2024-10-08 09:36:00+05:30,92.19999695,92.06999969,92.43000031,92,92.06999969,319387,0,0.809997559,0.580852014,0.217163596,2.674720922,72.78704911
22,2024-10-08 09:37:00+05:30,91.91000366,91.25,92,91.18000031,91.25,799384,0,0.949996948,0.539362585,0.269508836,2.001279785,66.68088044
23,2024-10-08 09:38:00+05:30,91.23000336,91.01000214,91.33000183,90.93000031,91.01000214,826353,0,0.900001526,0.500836686,0.314544028,1.592262582,61.42366105
24,2024-10-08 09:39:00+05:30,91.01999664,90.91999817,91.05000305,90.56999969,90.91999817,584006,0,0.310005188,0.465062637,0.314219825,1.480055044,59.6783143
25,2024-10-08 09:40:00+05:30,90.91999817,91.34999847,91.36000061,90.80000305,91.34999847,531116,0.330001831,0,0.455415436,0.291775552,1.56084166,60.95033849
26,2024-10-08 09:41:00+05:30,91.37000275,90.81999969,91.37000275,90.58999634,90.81999969,377459,0,0.099998474,0.422885762,0.278077189,1.520749558,60.32926013
27,2024-10-08 09:42:00+05:30,90.91000366,90.94999695,90.97000122,90.88999939,90.94999695,138799,0,0.420005798,0.392679637,0.288214947,1.362454102,57.67113531
28,2024-10-08 09:43:00+05:30,90.94000244,90.84999847,90.94999695,90.73000336,90.84999847,318449,0,0.060005188,0.364631091,0.27191425,1.340978236,57.28281517
29,2024-10-08 09:44:00+05:30,90.86000061,91.31999969,91.44999695,90.84999847,91.31999969,300191,0.379997253,0,0.365728674,0.252491803,1.448477413,59.15829181
30,2024-10-08 09:45:00+05:30,91.31999969,91.06999969,91.40000153,90.95999908,91.06999969,221803,0.209999084,0,0.354605132,0.234456675,1.512454839,60.19828956
31,2024-10-08 09:46:00+05:30,91.06999969,91.36000061,91.36000061,91.01000214,91.36000061,140647,0.040000916,0,0.332133402,0.217709769,1.525578771,60.40511539
32,2024-10-08 09:47:00+05:30,91.30000305,91.38999939,91.38999939,91.18000031,91.38999939,178399,0.319999695,0,0.331266709,0.202159071,1.638643799,62.10174331
33,2024-10-08 09:48:00+05:30,91.38999939,91.69999695,91.94999695,91.37000275,91.69999695,448606,0.399993896,0,0.336175794,0.187719138,1.790844544,64.16855241
34,2024-10-08 09:49:00+05:30,91.68000031,91.25,91.70999908,91.20999908,91.25,151489,0,0.13999939,0.312163237,0.184310584,1.693680469,62.87607192
35,2024-10-08 09:50:00+05:30,91.18000031,91.66999817,91.69999695,91.18000031,91.66999817,177859,0,0.010002136,0.289865863,0.171859981,1.686639678,62.77878243
36,2024-10-08 09:51:00+05:30,91.63999939,91.34999847,91.63999939,91.16000366,91.34999847,159481,0.169998169,0,0.281303885,0.159584268,1.762729424,63.80391104
37,2024-10-08 09:52:00+05:30,91.08999634,91.08999634,91.18000031,90.98000336,91.08999634,292776,0,0.550003052,0.26121075,0.187471324,1.393337096,58.21733589
38,2024-10-08 09:53:00+05:30,91.13999939,90.94999695,91.13999939,90.80999756,90.94999695,243244,0,0.13999939,0.242552839,0.184080472,1.317645687,56.85276635
39,2024-10-08 09:54:00+05:30,90.98999786,90.98000336,91.12999725,90.93000031,90.98000336,218840,0,0.159996033,0.225227637,0.182360154,1.235070442,55.25868084
40,2024-10-08 09:55:00+05:30,91.02999878,91,91.05000305,90.90000153,91,166396,0.010002136,0,0.209854387,0.169334429,1.239289539,55.34297898
41,2024-10-08 09:56:00+05:30,91,90.98000336,91.01999664,90.79000092,90.98000336,294753,0,0.049995422,0.194864788,0.160810214,1.211768719,54.78731609
42,2024-10-08 09:57:00+05:30,90.94999695,90.93000031,91.09999847,90.81999969,90.93000031,129277,0,0.069999695,0.180945874,0.154323749,1.172508287,53.97025612
43,2024-10-08 09:58:00+05:30,90.93000031,91.05999756,91.08999634,90.80000305,91.05999756,137790,0.11000061,0,0.175878355,0.143300624,1.227338379,55.1033642
44,2024-10-08 09:59:00+05:30,91.08000183,90.87000275,91.08000183,90.80999756,90.87000275,248770,0,0.059997559,0.163315616,0.137350405,1.189043569,54.31794899
45,2024-10-08 10:00:00+05:30,90.91999817,91.01000214,91.05000305,90.86000061,91.01000214,92697,0,0.069999695,0.151650215,0.13253964,1.144187616,53.3622901
46,2024-10-08 10:01:00+05:30,91.01999664,90.65000153,91.04000092,90.58000183,90.65000153,301923,0,0.269996643,0.140818056,0.142357997,0.989182618,49.72809479
47,2024-10-08 10:02:00+05:30,90.68000031,90.95999908,91.01000214,90.30000305,90.95999908,623877,0,0.059997559,0.130759624,0.136475109,0.958120678,48.9306246
48,2024-10-08 10:03:00+05:30,90.95999908,90.66000366,91,90.59999847,90.66000366,281582,0,0.019996643,0.121419651,0.128155218,0.947442111,48.65059176
49,2024-10-08 10:04:00+05:30,90.66999817,90.56999969,90.69999695,90.44000244,90.56999969,264905,0,0.38999939,0.112746818,0.146858373,0.767724821,43.43010925
50,2024-10-08 10:05:00+05:30,90.56999969,90.43000031,90.66000366,90.33000183,90.43000031,377557,0,0.239997864,0.104693474,0.153511194,0.681992442,40.54670076
51,2024-10-08 10:06:00+05:30,90.41000366,90.20999908,90.47000122,90.20999908,90.20999908,288411,0,0.36000061,0.097215369,0.168260438,0.57776724,36.61929499
52,2024-10-08 10:07:00+05:30,90.22000122,90.41000366,90.58999634,90.19999695,90.41000366,339778,0,0,0.090271414,0.156241835,0.57776724,36.61929499
53,2024-10-08 10:08:00+05:30,90.40000153,90.33000183,90.5,90.22000122,90.33000183,213694,0.11000061,0,0.091680642,0.145081704,0.631924216,38.72264472
54,2024-10-08 10:09:00+05:30,90.36000061,90.20999908,90.44999695,90.13999939,90.20999908,131274,0,0.190002441,0.085132025,0.148290328,0.574090205,36.47123927
55,2024-10-08 10:10:00+05:30,90.25,89.80000305,90.27999878,89.62999725,89.80000305,1025973,0,0.559997559,0.079051166,0.177697988,0.444862472,30.78926062
56,2024-10-08 10:11:00+05:30,89.87000275,89,89.87000275,89,89,844418,0,1.25,0.073404654,0.254290989,0.288664001,22.40025336
57,2024-10-08 10:12:00+05:30,88.97000122,89.15000153,89.23000336,88.86000061,89.15000153,778393,0,0.720001221,0.068161465,0.287556005,0.23703718,19.16168601
58,2024-10-08 10:13:00+05:30,89.12999725,89.08999634,89.37000275,88.76999664,89.08999634,469042,0.119995117,0,0.071863868,0.267016291,0.269136644,21.20627794
59,2024-10-08 10:14:00+05:30,89.02999878,89.16000366,89.16000366,88.93000031,89.16000366,218000,0.030006409,0,0.06887405,0.247943698,0.277781006,21.73932813
60,2024-10-08 10:15:00+05:30,89.18000031,89,89.22000122,88.80999756,89,441313,0,0.029998779,0.063954475,0.232376204,0.275219552,21.58213084
61,2024-10-08 10:16:00+05:30,89.01999664,89.34999847,89.38999939,88.90000153,89.34999847,408923,0.169998169,0,0.071529024,0.215777904,0.33149374,24.89637993
62,2024-10-08 10:17:00+05:30,89.33000183,88.90000153,89.38999939,88.90000153,88.90000153,246666,0,0.119995117,0.066419808,0.208936276,0.317895052,24.1214239
63,2024-10-08 10:18:00+05:30,88.98000336,89.06999969,89.12000275,88.91999817,89.06999969,129746,0,0.260002136,0.061675536,0.212583838,0.290123356,22.48803221
64,2024-10-08 10:19:00+05:30,89.06999969,89,89.06999969,88.79000092,89,217016,0.019996643,0,0.058698473,0.197399278,0.297359105,22.920339
65,2024-10-08 10:20:00+05:30,89,88.91999817,89.01000214,88.80999756,88.91999817,246454,0,0.150001526,0.054505725,0.194013724,0.280937469,21.93217667
66,2024-10-08 10:21:00+05:30,88.98000336,89.31999969,89.34999847,88.91000366,89.31999969,193057,0.319999695,0,0.07346958,0.180155601,0.407811798,28.96777812
67,2024-10-08 10:22:00+05:30,89.33999634,88.98999786,89.33999634,88.98999786,88.98999786,210342,0.009994507,0,0.068935646,0.167287344,0.412079266,29.18244576
68,2024-10-08 10:23:00+05:30,89.05000305,89.01000214,89.05000305,88.81999969,89.01000214,205310,0,0.329994202,0.064011671,0.178909262,0.357788469,26.35082544
69,2024-10-08 10:24:00+05:30,89.01000214,89.11000061,89.11000061,89.01000214,89.11000061,70457,0.059997559,0,0.063724949,0.166130029,0.383584768,27.72398029
70,2024-10-08 10:25:00+05:30,89.08999634,89.5,89.51999664,89.08999634,89.5,246344,0.489997864,0,0.094173014,0.154263598,0.610468153,37.90625429
71,2024-10-08 10:26:00+05:30,89.58000183,89.26000214,89.58000183,89.16000366,89.26000214,199566,0.170005798,0,0.099589642,0.14324477,0.695241031,41.0113381
72,2024-10-08 10:27:00+05:30,89.33000183,89.29000092,89.40000153,89.25,89.29000092,204673,0,0.290000916,0.092476096,0.153727352,0.601559154,37.56084516
73,2024-10-08 10:28:00+05:30,89.27999878,89.12000275,89.29000092,89.05999756,89.12000275,110981,0,0.209999084,0.08587066,0.157746761,0.544357676,35.24816072
74,2024-10-08 10:29:00+05:30,89.12000275,89.30000305,89.30999756,89.12000275,89.30000305,111820,0.020004272,0,0.081165918,0.146479136,0.554112489,35.6545934
75,2024-10-08 10:30:00+05:30,89.29000092,89.44000244,89.56999969,89.19999695,89.44000244,221786,0.319999695,0,0.098225474,0.13601634,0.722159365,41.93336457
76,2024-10-08 10:31:00+05:30,89.44000244,89,89.44000244,88.94999695,89,367982,0,0.290000916,0.091209369,0.147015238,0.620407582,38.28713151
77,2024-10-08 10:32:00+05:30,89.05999756,89,89.09999847,88.91999817,89,238021,0,0.440002441,0.084694414,0.167942896,0.504304831,33.52411164
78,2024-10-08 10:33:00+05:30,89,89.05000305,89.05000305,88.88999939,89.05000305,197974,0,0.009994507,0.078644813,0.156660868,0.502006747,33.42240292
79,2024-10-08 10:34:00+05:30,89.01000214,89.29000092,89.37999725,89.01000214,89.29000092,195428,0.290000916,0,0.093741677,0.145470806,0.644401992,39.18761928
80,2024-10-08 10:35:00+05:30,89.30000305,89.08999634,89.30000305,89,89.08999634,96502,0.079994202,0,0.092759715,0.135080034,0.686701889,40.71270054
81,2024-10-08 10:36:00+05:30,89.08999634,89.01999664,89.15000153,88.93000031,89.01999664,97855,0,0.280006409,0.086134021,0.145431918,0.592263527,37.19632567
82,2024-10-08 10:37:00+05:30,89.02999878,89.16000366,89.19999695,89.02999878,89.16000366,62573,0.070007324,0,0.084982114,0.135043924,0.629292392,38.62366233
83,2024-10-08 10:38:00+05:30,89.11000061,89.08000183,89.15000153,88.97000122,89.08000183,121782,0.050003052,0,0.082483609,0.125397929,0.657774892,39.67817917
84,2024-10-08 10:39:00+05:30,89.08000183,89,89.09999847,88.94999695,89,69668,0,0.11000061,0.076591923,0.124298121,0.616195342,38.12629116
85,2024-10-08 10:40:00+05:30,89,89.16000366,89.26000214,89,89.16000366,152912,0.080001831,0,0.076835488,0.115419684,0.665705237,39.96536857
86,2024-10-08 10:41:00+05:30,89.16000366,89,89.16000366,88.95999908,89,59520,0,0,0.071347239,0.10717542,0.665705237,39.96536857
87,2024-10-08 10:42:00+05:30,89,89.11000061,89.11000061,88.94999695,89.11000061,75234,0,0.050003052,0.066251007,0.10309168,0.642641651,39.12244955
88,2024-10-08 10:43:00+05:30,89.06999969,89.41000366,89.41000366,89.06999969,89.41000366,206985,0.410003662,0,0.090804768,0.095727988,0.948570736,48.68033366
89,2024-10-08 10:44:00+05:30,89.41000366,89.01000214,89.41000366,89.01000214,89.01000214,113741,0,0.059997559,0.084318714,0.093175815,0.904942057,47.50496497
90,2024-10-08 10:45:00+05:30,89.06999969,89.19000244,89.19999695,89,89.19000244,228869,0,0.220001221,0.078295948,0.102234772,0.765844599,43.36987521
91,2024-10-08 10:46:00+05:30,89.22000122,89.75,89.98999786,89.19999695,89.75,465948,0.680000305,0,0.121274831,0.094932289,1.277487698,56.09196919
92,2024-10-08 10:47:00+05:30,89.75,90.18000031,90.22000122,89.70999908,90.18000031,500076,0.959999084,0,0.181183706,0.088151411,2.055369327,67.27073251
93,2024-10-08 10:48:00+05:30,90.16999817,90.51999664,90.51999664,90.11000061,90.51999664,567898,0.769996643,0,0.223241773,0.081854882,2.727287228,73.17083609
94,2024-10-08 10:49:00+05:30,90.55000305,90.08000183,90.68000031,90,90.08000183,401411,0,0.089996338,0.207295932,0.082436414,2.514616074,71.54739013
95,2024-10-08 10:50:00+05:30,90.05000305,90.19000244,90.27999878,90.01000214,90.19000244,110521,0,0.36000061,0.19248908,0.102262428,1.882305,65.30554539
96,2024-10-08 10:51:00+05:30,90.13999939,90.51999664,90.80000305,90.11000061,90.51999664,410559,0.469993591,0,0.212310831,0.094957969,2.235840055,69.09612394
97,2024-10-08 10:52:00+05:30,90.58999634,90.62999725,90.69000244,90.41000366,90.62999725,118919,0.489997864,0,0.232145619,0.088175257,2.632775075,72.4728347
98,2024-10-08 10:53:00+05:30,90.75,90.58000183,90.80000305,90.47000122,90.58000183,205870,0,0.009994507,0.215563789,0.082590918,2.610018086,72.29930776
99,2024-10-08 10:54:00+05:30,90.62999725,90.41000366,90.80000305,90.30000305,90.41000366,313625,0,0.339996338,0.200166375,0.100977019,1.98229634,66.46879163
100,2024-10-08 10:55:00+05:30,90.48000336,90.62000275,90.66999817,90.40000153,90.62000275,133286,0,0.009994507,0.185868777,0.094478268,1.967317782,66.29953131
101,2024-10-08 10:56:00+05:30,90.66999817,90.62999725,90.70999908,90.52999878,90.62999725,94153,0.149993896,0,0.183306286,0.08772982,2.08944102,67.63168504
102,2024-10-08 10:57:00+05:30,90.69999695,91.22000122,91.29000092,90.62999725,91.22000122,745590,0.550003052,0,0.209498912,0.081463405,2.571693541,72.00207721
103,2024-10-08 10:58:00+05:30,91.16000366,91.31999969,91.44999695,91.01000214,91.31999969,459067,0.620002747,0,0.238820614,0.07564459,3.157140701,75.94500471
104,2024-10-08 10:59:00+05:30,91.33000183,91.45999908,91.58999634,91.20999908,91.45999908,477384,0.299995422,0,0.243190243,0.070241405,3.462206416,77.58956205
105,2024-10-08 11:00:00+05:30,91.37000275,91.66999817,91.80000305,91.23999786,91.66999817,559627,0.339996338,0,0.250104964,0.065224162,3.834544703,79.31552894
106,2024-10-08 11:01:00+05:30,91.59999847,91.87999725,91.91000366,91.58999634,91.87999725,406574,0.509994507,0,0.268668503,0.060565293,4.436014243,81.60416888
107,2024-10-08 11:02:00+05:30,91.94999695,91.80000305,92.31999969,91.76999664,91.80000305,838447,0.200004578,0,0.263763937,0.056239201,4.690037079,82.42542208
108,2024-10-08 11:03:00+05:30,91.80000305,92.02999878,92.08999634,91.75,92.02999878,466266,0.080001831,0,0.250638072,0.052222115,4.7994623,82.75702215
109,2024-10-08 11:04:00+05:30,92.08000183,91.91000366,92.22000122,91.90000153,91.91000366,319609,0.11000061,0,0.240592539,0.048491964,4.961492992,83.22567851
110,2024-10-08 11:05:00+05:30,91.98000336,92.06999969,92.18000031,91.90000153,92.06999969,251159,0,0.010002136,0.223407358,0.045742691,4.884001253,83.00476229
111,2024-10-08 11:06:00+05:30,92.13999939,92.33999634,92.44000244,91.90000153,92.33999634,420913,0.359992981,0,0.233163474,0.042475356,5.489382515,84.59021336
112,2024-10-08 11:07:00+05:30,92.30000305,92.09999847,92.30000305,92.05000305,92.09999847,151578,0,0.040000916,0.21650894,0.04229861,5.118582882,83.65634626
113,2024-10-08 11:08:00+05:30,92.06999969,92.19999695,92.19999695,92.01999664,92.19999695,168398,0,0.100006104,0.201044016,0.046420574,4.330924847,81.24152884
114,2024-10-08 11:09:00+05:30,92.19999695,91.76000214,92.19999695,91.76000214,91.76000214,298066,0,0.309997559,0.186683729,0.065247501,2.86116289,74.10106674
115,2024-10-08 11:10:00+05:30,91.76999664,91.40000153,91.79000092,91.34999847,91.40000153,601552,0,0.799995422,0.173349177,0.117729496,1.47243625,59.55406332
116,2024-10-08 11:11:00+05:30,91.44000244,91.69999695,91.80000305,91.30000305,91.69999695,515647,0,0.069999695,0.160967093,0.114320224,1.408036891,58.472397
117,2024-10-08 11:12:00+05:30,91.69999695,92.25,92.34999847,91.69999695,92.25,410639,0.809997559,0,0.207326412,0.106154494,1.953062979,66.13685495
118,2024-10-08 11:13:00+05:30,92.18000031,92.55999756,92.62999725,92.18000031,92.55999756,522853,0.86000061,0,0.253945997,0.09857203,2.576248025,72.0377336
119,2024-10-08 11:14:00+05:30,92.62999725,92.34999847,92.65000153,92.12999725,92.34999847,368998,0.169998169,0,0.247949724,0.091531171,2.708910224,73.03790225
120,2024-10-08 11:15:00+05:30,92.29000092,92.15000153,92.48999786,92.15000153,92.15000153,145528,0,0.479995728,0.230239029,0.119278639,1.930262043,65.87335927
121,2024-10-08 11:16:00+05:30,92.15000153,92.23999786,92.23999786,91.98000336,92.23999786,264126,0,0.050003052,0.213793384,0.114330383,1.869961241,65.15632387
122,2024-10-08 11:17:00+05:30,92.20999908,92.09999847,92.27999878,92,92.09999847,176007,0,0.050003052,0.198522428,0.109735573,1.809098201,64.4013869
123,2024-10-08 11:18:00+05:30,92.09999847,92.44000244,92.73000336,92.09999847,92.44000244,404995,0.230003357,0,0.200771066,0.101897318,1.970327284,66.33367625
124,2024-10-08 11:19:00+05:30,92.5,92.37999725,92.59999847,92.30999756,92.37999725,168156,0.279998779,0,0.206430189,0.094618938,2.181700538,68.57026649
125,2024-10-08 11:20:00+05:30,92.37999725,92.33000183,92.48000336,92.23000336,92.33000183,125122,0,0.169998169,0.191685175,0.100003169,1.916791007,65.71574728
126,2024-10-08 11:21:00+05:30,92.33000183,92.34999847,92.37999725,92.04000092,92.34999847,205800,0,0.029998779,0.177993377,0.095002855,1.873558178,65.19993896
